Single Ended Mode: 
begin:
 0	85
 1	87
 2	87
 3	86
 4	85
 5	85
 6	91
 7	85
 8	90
 9	94
 10	85
 11	88
 12	89
 13	108
 14	87
 15	86
 16	85
 17	87
 18	86
 19	89
 20	92
 21	86
 22	87
 23	89
 24	85
 25	88
 26	86
 27	86
 28	87
 29	85
 30	85
 31	94
 32	86
 33	86
 34	86
 35	88
 36	90
 37	85
 38	86
 39	89
 40	107
 41	85
 42	85
 43	88
 44	87
 45	86
 46	92
 47	93
 48	86
 49	86
 50	91
 51	85
 52	87
 53	86
 54	85
 55	87
 56	87
 57	85
 58	91
 59	86
 60	86
 61	87
 62	87
 63	88
 64	86
 65	87
 66	88
 67	100
 68	85
 69	86
 70	86
 71	85
 72	87
 73	97
 74	95
 75	84
 76	87
 77	91
 78	85
 79	87
 80	85
 81	85
 82	88
 83	87
 84	86
 85	92
 86	86
 87	86
 88	86
 89	88
 90	86
 91	86
 92	88
 93	89
 94	92
 95	85
 96	93
 97	85
 98	86
 99	85
 100	87
 101	95
 102	84
 103	86
 104	86
 105	94
 106	93
 107	85
 108	85
 109	85
 110	85
 111	88
 112	87
 113	87
 114	102
 115	87
 116	86
 117	86
 118	87
 119	85
 120	86
 121	85
 122	85
 123	86
 124	88
 125	92
 126	86
 127	85
end:


Differential: 
begin:
 0	-470
 1	-467
 2	-469
 3	-468
 4	-469
 5	-469
 6	-470
 7	-462
 8	-466
 9	-469
 10	-469
 11	-469
 12	-470
 13	-470
 14	-470
 15	-468
 16	-462
 17	-467
 18	-469
 19	-468
 20	-468
 21	-469
 22	-470
 23	-470
 24	-470
 25	-470
 26	-470
 27	-470
 28	-467
 29	-467
 30	-466
 31	-470
 32	-468
 33	-466
 34	-469
 35	-470
 36	-470
 37	-469
 38	-469
 39	-470
 40	-469
 41	-467
 42	-470
 43	-466
 44	-469
 45	-468
 46	-462
 47	-469
 48	-469
 49	-470
 50	-470
 51	-470
 52	-469
 53	-470
 54	-467
 55	-468
 56	-466
 57	-470
 58	-468
 59	-459
 60	-469
 61	-469
 62	-470
 63	-471
 64	-469
 65	-470
 66	-470
 67	-469
 68	-468
 69	-466
 70	-470
 71	-468
 72	-461
 73	-469
 74	-469
 75	-469
 76	-469
 77	-469
 78	-469
 79	-469
 80	-467
 81	-467
 82	-466
 83	-469
 84	-470
 85	-469
 86	-469
 87	-469
 88	-469
 89	-470
 90	-469
 91	-466
 92	-470
 93	-467
 94	-470
 95	-467
 96	-470
 97	-470
 98	-469
 99	-470
 100	-469
 101	-469
 102	-469
 103	-469
 104	-469
 105	-470
 106	-470
 107	-469
 108	-469
 109	-470
 110	-470
 111	-471
 112	-469
 113	-470
 114	-470
 115	-470
 116	-469
 117	-470
 118	-463
 119	-469
 120	-470
 121	-470
 122	-460
 123	-467
 124	-469
 125	-468
 126	-467
 127	-468
end:


-------------------------------------------------
Single Ended Mode: 
begin:
 0	87
 1	90
 2	89
 3	87
 4	92
 5	90
 6	86
 7	85
 8	86
 9	86
 10	87
 11	86
 12	85
 13	103
 14	93
 15	88
 16	86
 17	87
 18	89
 19	85
 20	86
 21	86
 22	89
 23	86
 24	85
 25	94
 26	85
 27	87
 28	85
 29	87
 30	90
 31	87
 32	86
 33	89
 34	101
 35	86
 36	85
 37	86
 38	89
 39	85
 40	88
 41	94
 42	86
 43	85
 44	87
 45	85
 46	85
 47	86
 48	85
 49	89
 50	86
 51	84
 52	91
 53	85
 54	87
 55	85
 56	86
 57	92
 58	85
 59	86
 60	89
 61	110
 62	86
 63	84
 64	86
 65	87
 66	86
 67	89
 68	93
 69	86
 70	87
 71	88
 72	85
 73	87
 74	86
 75	84
 76	88
 77	86
 78	84
 79	93
 80	86
 81	85
 82	85
 83	88
 84	92
 85	85
 86	86
 87	89
 88	104
 89	86
 90	85
 91	88
 92	86
 93	87
 94	93
 95	94
 96	85
 97	85
 98	91
 99	85
 100	85
 101	85
 102	85
 103	88
 104	87
 105	93
 106	86
 107	88
 108	85
 109	87
 110	93
 111	86
 112	85
 113	86
 114	91
 115	92
 116	86
 117	84
 118	85
 119	85
 120	87
 121	85
 122	87
 123	99
 124	87
 125	85
 126	87
 127	89
end:


Differential: 
begin:
 0	-469
 1	-470
 2	-470
 3	-470
 4	-469
 5	-468
 6	-463
 7	-469
 8	-469
 9	-469
 10	-469
 11	-468
 12	-466
 13	-471
 14	-468
 15	-463
 16	-469
 17	-470
 18	-469
 19	-470
 20	-469
 21	-469
 22	-469
 23	-468
 24	-469
 25	-466
 26	-469
 27	-469
 28	-469
 29	-470
 30	-469
 31	-469
 32	-469
 33	-468
 34	-466
 35	-470
 36	-467
 37	-470
 38	-467
 39	-469
 40	-469
 41	-470
 42	-469
 43	-470
 44	-470
 45	-470
 46	-465
 47	-466
 48	-469
 49	-469
 50	-470
 51	-468
 52	-470
 53	-469
 54	-469
 55	-470
 56	-470
 57	-470
 58	-469
 59	-461
 60	-467
 61	-470
 62	-468
 63	-470
 64	-466
 65	-470
 66	-469
 67	-469
 68	-470
 69	-470
 70	-470
 71	-469
 72	-459
 73	-466
 74	-469
 75	-468
 76	-469
 77	-466
 78	-469
 79	-469
 80	-469
 81	-470
 82	-469
 83	-470
 84	-469
 85	-462
 86	-466
 87	-470
 88	-468
 89	-468
 90	-469
 91	-470
 92	-470
 93	-469
 94	-470
 95	-470
 96	-469
 97	-467
 98	-468
 99	-465
 100	-470
 101	-468
 102	-470
