Single Ended Mode: 
begin:
 0	1023
 1	1023
 2	1023
 3	1023
 4	1023
 5	1023
 6	1023
 7	1023
 8	1023
 9	1023
 10	1023
 11	1023
 12	1023
 13	1023
 14	1023
 15	1023
 16	1023
 17	1023
 18	1023
 19	1023
 20	1023
 21	1023
 22	1023
 23	1023
 24	1023
 25	1023
 26	1023
 27	1023
 28	1023
 29	1023
 30	1023
 31	1023
 32	1023
 33	1023
 34	1023
 35	1023
 36	1023
 37	1023
 38	1023
 39	1023
 40	1023
 41	1023
 42	1023
 43	1023
 44	1023
 45	1023
 46	1023
 47	1023
 48	1023
 49	1023
 50	1023
 51	1023
 52	1023
 53	1023
 54	1023
 55	1023
 56	1023
 57	1023
 58	1023
 59	1023
 60	1023
 61	1023
 62	1023
 63	1023
 64	1023
 65	1023
 66	1023
 67	1023
 68	1023
 69	1023
 70	1023
 71	1023
 72	1023
 73	1023
 74	1023
 75	1023
 76	1023
 77	1023
 78	1023
 79	1023
 80	1023
 81	1023
 82	1023
 83	1023
 84	1023
 85	1023
 86	1023
 87	1023
 88	1023
 89	1023
 90	1023
 91	1023
 92	1023
 93	1023
 94	1023
 95	1023
 96	1023
 97	1023
 98	1023
 99	1023
 100	1023
 101	1023
 102	1023
 103	1023
 104	1023
 105	1023
 106	1023
 107	1023
 108	1023
 109	1023
 110	1023
 111	1023
 112	1023
 113	1023
 114	1023
 115	1023
 116	1023
 117	1023
 118	1023
 119	1023
 120	1023
 121	1023
 122	1023
 123	1023
 124	1023
 125	1023
 126	1023
 127	1023
end:


Differential: 
begin:
 0	102
 1	102
 2	102
 3	96
 4	102
 5	102
 6	102
 7	101
 8	102
 9	103
 10	100
 11	102
 12	101
 13	102
 14	102
 15	102
 16	103
 17	101
 18	97
 19	103
 20	102
 21	103
 22	101
 23	97
 24	102
 25	102
 26	102
 27	101
 28	94
 29	102
 30	102
 31	102
 32	101
 33	93
 34	102
 35	102
 36	102
 37	100
 38	95
 39	102
 40	102
 41	102
 42	101
 43	94
 44	101
 45	102
 46	102
 47	102
 48	96
 49	101
 50	102
 51	102
 52	102
 53	97
 54	100
 55	102
 56	102
 57	102
 58	95
 59	99
 60	102
 61	102
 62	102
 63	96
 64	101
 65	102
 66	102
 67	102
 68	96
 69	100
 70	102
 71	103
 72	102
 73	99
 74	99
 75	102
 76	103
 77	102
 78	97
 79	100
 80	102
 81	102
 82	102
 83	100
 84	100
 85	102
 86	102
 87	102
 88	102
 89	101
 90	103
 91	101
 92	98
 93	102
 94	102
 95	102
 96	101
 97	97
 98	102
 99	102
 100	102
 101	101
 102	94
 103	101
 104	103
 105	102
 106	102
 107	102
 108	102
 109	102
 110	102
 111	96
 112	99
 113	102
 114	102
 115	98
 116	102
 117	102
 118	102
 119	102
 120	97
 121	100
 122	102
 123	102
 124	99
 125	102
 126	102
 127	102
end:


-------------------------------------------------
Single Ended Mode: 
begin:
 0	1023
 1	1023
 2	1023
 3	1023
 4	1023
 5	1023
 6	1023
 7	1023
 8	1023
 9	1023
 10	1023
 11	1023
 12	1023
 13	1023
 14	1023
 15	1023
 16	1023
 17	1023
 18	1023
 19	1023
 20	1023
 21	1023
 22	1023
 23	1023
 24	1023
 25	1023
 26	1023
 27	1023
 28	1023
 29	1023
 30	1023
 31	1023
 32	1023
 33	1023
 34	1023
 35	1023
 36	1023
 37	1023
 38	1023
 39	1023
 40	1023
 41	1023
 42	1023
 43	1023
 44	1023
 45	1023
 46	1023
 47	1023
 48	1023
 49	1023
 50	1023
 51	1023
 52	1023
 53	1023
 54	1023
 55	1023
 56	1023
 57	1023
 58	1023
 59	1023
 60	1023
 61	1023
 62	1023
 63	1023
 64	1023
 65	1023
 66	1023
 67	1023
 68	1023
 69	1023
 70	1023
 71	1023
 72	1023
 73	1023
 74	1023
 75	1023
 76	1023
 77	1023
 78	1023
 79	1023
 80	1023
 81	1023
 82	1023
 83	1023
 84	1023
 85	1023
 86	1023
 87	1023
 88	1023
 89	1023
 90	1023
 91	1023
 92	1023
 93	1023
 94	1023
 95	1023
 96	1023
 97	1023
 98	1023
 99	1023
 100	1023
 101	1023
 102	1023
 103	1023
 104	1023
 105	1023
 106	1023
 107	1023
 108	1023
 109	1023
 110	1023
 111	1023
 112	1023
 113	1023
 114	1023
 115	1023
 116	1023
 117	1023
 118	1023
 119	1023
 120	1023
 121	1023
 122	1023
 123	1023
 124	1023
 125	1023
 126	1023
 127	1023
end:


Differential: 
begin:
 0	102
 1	102
 2	100
 3	102
 4	102
 5	102
 6	94
 7	102
 8	102
 9	102
 10	101
 11	97
 12	102
 13	103
 14	102
 15	101
 16	97
 17	102
 18	102
 19	102
 20	101
 21	97
 22	102
 23	102
 24	102
 25	101
 26	95
 27	102
 28	102
 29	102
 30	101
 31	93
 32	102
 33	102
 34	102
 35	101
 36	94
 37	102
 38	102
 39	102
 40	100
 41	94
 42	101
 43	102
 44	102
 45	102
 46	96
 47	101
 48	102
 49	102
 50	102
 51	98
 52	100
 53	102
 54	102
 55	102
 56	94
 57	100
 58	102
 59	102
 60	102
 61	99
 62	100
 63	102
 64	103
 65	102
 66	101
 67	99
 68	102
 69	102
 70	103
 71	102
 72	100
 73	102
 74	101
 75	102
 76	102
 77	102
 78	102
 79	101
 80	99
 81	102
 82	102
 83	102
 84	101
 85	97
 86	102
 87	102
 88	102
 89	101
 90	95
 91	102
 92	102
 93	102
 94	102
 95	93
 96	102
 97	102
 98	102
 99	100
 100	93
 101	101
 102	102
 103	102
 104	102
 105	102
 106	102
 107	102
 108	102
 109	95
 110	100
 111	102
 112	102
 113	98
 114	102
 115	102
 116	102
 117	102
 118	102
 119	101
 120	102
 121	101
 122	94
 123	101
 124	102
 125	102
 126	102
 127	102
end:


-------------------------------------------------
